,result,about,coordinates,players,team
81,"{'event': 'Blocked Shot', 'eventCode': 'TBL90', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Jeff Carter shot blocked shot by Victor Hedman'}","{'eventIdx': 81, 'eventId': 90, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '12:36', 'periodTimeRemaining': '07:24', 'dateTime': '2021-10-13T00:08:30Z', 'goals': {'away': 0, 'home': 0}}","{'x': -82.0, 'y': 8.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Blocker'}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
82,"{'event': 'Giveaway', 'eventCode': 'TBL49', 'eventTypeId': 'GIVEAWAY', 'description': 'Giveaway by Brian Dumoulin'}","{'eventIdx': 82, 'eventId': 49, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '12:50', 'periodTimeRemaining': '07:10', 'dateTime': '2021-10-13T00:08:44Z', 'goals': {'away': 0, 'home': 0}}","{'x': 87.0, 'y': -29.0}","[{'player': {'id': 8475208, 'fullName': 'Brian Dumoulin', 'link': '/api/v1/people/8475208'}, 'playerType': 'PlayerID'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
83,"{'event': 'Stoppage', 'eventCode': 'TBL50', 'eventTypeId': 'STOP', 'description': 'Offside'}","{'eventIdx': 83, 'eventId': 50, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '12:56', 'periodTimeRemaining': '07:04', 'dateTime': '2021-10-13T00:08:50Z', 'goals': {'away': 0, 'home': 0}}",{},,
84,"{'event': 'Faceoff', 'eventCode': 'TBL91', 'eventTypeId': 'FACEOFF', 'description': 'Pierre-Edouard Bellemare faceoff won against Teddy Blueger'}","{'eventIdx': 84, 'eventId': 91, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '12:56', 'periodTimeRemaining': '07:04', 'dateTime': '2021-10-13T00:09:18Z', 'goals': {'away': 0, 'home': 0}}","{'x': 20.0, 'y': -22.0}","[{'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Winner'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
85,"{'event': 'Hit', 'eventCode': 'TBL201', 'eventTypeId': 'HIT', 'description': 'Pat Maroon hit Chad Ruhwedel'}","{'eventIdx': 85, 'eventId': 201, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '13:05', 'periodTimeRemaining': '06:55', 'dateTime': '2021-10-13T00:09:27Z', 'goals': {'away': 0, 'home': 0}}","{'x': 98.0, 'y': 18.0}","[{'player': {'id': 8474034, 'fullName': 'Pat Maroon', 'link': '/api/v1/people/8474034'}, 'playerType': 'Hitter'}, {'player': {'id': 8477244, 'fullName': 'Chad Ruhwedel', 'link': '/api/v1/people/8477244'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
86,"{'event': 'Missed Shot', 'eventCode': 'TBL92', 'eventTypeId': 'MISSED_SHOT', 'description': 'Teddy Blueger Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 86, 'eventId': 92, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '13:29', 'periodTimeRemaining': '06:31', 'dateTime': '2021-10-13T00:09:51Z', 'goals': {'away': 0, 'home': 0}}","{'x': -61.0, 'y': 33.0}","[{'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
87,"{'event': 'Takeaway', 'eventCode': 'TBL202', 'eventTypeId': 'TAKEAWAY', 'description': 'Takeaway by Ryan McDonagh'}","{'eventIdx': 87, 'eventId': 202, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '13:47', 'periodTimeRemaining': '06:13', 'dateTime': '2021-10-13T00:10:09Z', 'goals': {'away': 0, 'home': 0}}","{'x': 40.0, 'y': -15.0}","[{'player': {'id': 8474151, 'fullName': 'Ryan McDonagh', 'link': '/api/v1/people/8474151'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
88,"{'event': 'Shot', 'eventCode': 'TBL93', 'eventTypeId': 'SHOT', 'description': 'Ross Colton Snap Shot saved by Tristan Jarry', 'secondaryType': 'Snap Shot'}","{'eventIdx': 88, 'eventId': 93, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '14:16', 'periodTimeRemaining': '05:44', 'dateTime': '2021-10-13T00:10:38Z', 'goals': {'away': 0, 'home': 0}}","{'x': 63.0, 'y': 6.0}","[{'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
89,"{'event': 'Hit', 'eventCode': 'TBL203', 'eventTypeId': 'HIT', 'description': ""Ross Colton hit Drew O'Connor""}","{'eventIdx': 89, 'eventId': 203, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '14:21', 'periodTimeRemaining': '05:39', 'dateTime': '2021-10-13T00:10:43Z', 'goals': {'away': 0, 'home': 0}}","{'x': 33.0, 'y': -39.0}","[{'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Hitter'}, {'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
90,"{'event': 'Hit', 'eventCode': 'TBL204', 'eventTypeId': 'HIT', 'description': 'Sam Lafferty hit Mikhail Sergachev'}","{'eventIdx': 90, 'eventId': 204, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '14:35', 'periodTimeRemaining': '05:25', 'dateTime': '2021-10-13T00:10:57Z', 'goals': {'away': 0, 'home': 0}}","{'x': -95.0, 'y': 20.0}","[{'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Hitter'}, {'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
91,"{'event': 'Takeaway', 'eventCode': 'TBL205', 'eventTypeId': 'TAKEAWAY', 'description': 'Takeaway by Jason Zucker'}","{'eventIdx': 91, 'eventId': 205, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '15:09', 'periodTimeRemaining': '04:51', 'dateTime': '2021-10-13T00:11:31Z', 'goals': {'away': 0, 'home': 0}}","{'x': 56.0, 'y': -20.0}","[{'player': {'id': 8475722, 'fullName': 'Jason Zucker', 'link': '/api/v1/people/8475722'}, 'playerType': 'PlayerID'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
92,"{'event': 'Stoppage', 'eventCode': 'TBL206', 'eventTypeId': 'STOP', 'description': 'Puck in Benches'}","{'eventIdx': 92, 'eventId': 206, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '15:20', 'periodTimeRemaining': '04:40', 'dateTime': '2021-10-13T00:11:42Z', 'goals': {'away': 0, 'home': 0}}",{},,
93,"{'event': 'Faceoff', 'eventCode': 'TBL94', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Brayden Point'}","{'eventIdx': 93, 'eventId': 94, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '15:20', 'periodTimeRemaining': '04:40', 'dateTime': '2021-10-13T00:13:57Z', 'goals': {'away': 0, 'home': 0}}","{'x': 20.0, 'y': 22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
94,"{'event': 'Missed Shot', 'eventCode': 'TBL95', 'eventTypeId': 'MISSED_SHOT', 'description': 'Brian Dumoulin Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 94, 'eventId': 95, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '15:38', 'periodTimeRemaining': '04:22', 'dateTime': '2021-10-13T00:14:15Z', 'goals': {'away': 0, 'home': 0}}","{'x': -37.0, 'y': -31.0}","[{'player': {'id': 8475208, 'fullName': 'Brian Dumoulin', 'link': '/api/v1/people/8475208'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
95,"{'event': 'Hit', 'eventCode': 'TBL207', 'eventTypeId': 'HIT', 'description': 'Jeff Carter hit Ondrej Palat'}","{'eventIdx': 95, 'eventId': 207, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '15:42', 'periodTimeRemaining': '04:18', 'dateTime': '2021-10-13T00:14:19Z', 'goals': {'away': 0, 'home': 0}}","{'x': -94.0, 'y': 29.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Hitter'}, {'player': {'id': 8476292, 'fullName': 'Ondrej Palat', 'link': '/api/v1/people/8476292'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
96,"{'event': 'Missed Shot', 'eventCode': 'TBL96', 'eventTypeId': 'MISSED_SHOT', 'description': 'Kris Letang Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 96, 'eventId': 96, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '15:51', 'periodTimeRemaining': '04:09', 'dateTime': '2021-10-13T00:14:28Z', 'goals': {'away': 0, 'home': 0}}","{'x': -42.0, 'y': 30.0}","[{'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
97,"{'event': 'Shot', 'eventCode': 'TBL97', 'eventTypeId': 'SHOT', 'description': 'Erik Cernak Slap Shot saved by Tristan Jarry', 'secondaryType': 'Slap Shot'}","{'eventIdx': 97, 'eventId': 97, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '16:03', 'periodTimeRemaining': '03:57', 'dateTime': '2021-10-13T00:14:40Z', 'goals': {'away': 0, 'home': 0}}","{'x': 41.0, 'y': 8.0}","[{'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
98,"{'event': 'Hit', 'eventCode': 'TBL208', 'eventTypeId': 'HIT', 'description': 'Pierre-Edouard Bellemare hit Mark Friedman'}","{'eventIdx': 98, 'eventId': 208, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '16:27', 'periodTimeRemaining': '03:33', 'dateTime': '2021-10-13T00:15:04Z', 'goals': {'away': 0, 'home': 0}}","{'x': 95.0, 'y': 14.0}","[{'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Hitter'}, {'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
99,"{'event': 'Hit', 'eventCode': 'TBL209', 'eventTypeId': 'HIT', 'description': 'Corey Perry hit Mark Friedman'}","{'eventIdx': 99, 'eventId': 209, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:10', 'periodTimeRemaining': '02:50', 'dateTime': '2021-10-13T00:15:47Z', 'goals': {'away': 0, 'home': 0}}","{'x': -9.0, 'y': -39.0}","[{'player': {'id': 8470621, 'fullName': 'Corey Perry', 'link': '/api/v1/people/8470621'}, 'playerType': 'Hitter'}, {'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
100,"{'event': 'Hit', 'eventCode': 'TBL210', 'eventTypeId': 'HIT', 'description': 'Brian Boyle hit Ross Colton'}","{'eventIdx': 100, 'eventId': 210, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:24', 'periodTimeRemaining': '02:36', 'dateTime': '2021-10-13T00:16:01Z', 'goals': {'away': 0, 'home': 0}}","{'x': 64.0, 'y': -16.0}","[{'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Hitter'}, {'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
101,"{'event': 'Blocked Shot', 'eventCode': 'TBL98', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Corey Perry shot blocked shot by Marcus Pettersson'}","{'eventIdx': 101, 'eventId': 98, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:39', 'periodTimeRemaining': '02:21', 'dateTime': '2021-10-13T00:16:16Z', 'goals': {'away': 0, 'home': 0}}","{'x': 72.0, 'y': 4.0}","[{'player': {'id': 8477969, 'fullName': 'Marcus Pettersson', 'link': '/api/v1/people/8477969'}, 'playerType': 'Blocker'}, {'player': {'id': 8470621, 'fullName': 'Corey Perry', 'link': '/api/v1/people/8470621'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
102,"{'event': 'Blocked Shot', 'eventCode': 'TBL100', 'eventTypeId': 'BLOCKED_SHOT', 'description': ""Mikhail Sergachev shot blocked shot by Drew O'Connor""}","{'eventIdx': 102, 'eventId': 100, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:45', 'periodTimeRemaining': '02:15', 'dateTime': '2021-10-13T00:16:22Z', 'goals': {'away': 0, 'home': 0}}","{'x': 76.0, 'y': -1.0}","[{'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Blocker'}, {'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
103,"{'event': 'Stoppage', 'eventCode': 'TBL211', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 103, 'eventId': 211, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:47', 'periodTimeRemaining': '02:13', 'dateTime': '2021-10-13T00:16:24Z', 'goals': {'away': 0, 'home': 0}}",{},,
104,"{'event': 'Faceoff', 'eventCode': 'TBL99', 'eventTypeId': 'FACEOFF', 'description': 'Anthony Cirelli faceoff won against Sam Lafferty'}","{'eventIdx': 104, 'eventId': 99, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:47', 'periodTimeRemaining': '02:13', 'dateTime': '2021-10-13T00:16:57Z', 'goals': {'away': 0, 'home': 0}}","{'x': 69.0, 'y': 22.0}","[{'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Winner'}, {'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
105,"{'event': 'Stoppage', 'eventCode': 'TBL212', 'eventTypeId': 'STOP', 'description': 'Offside'}","{'eventIdx': 105, 'eventId': 212, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:59', 'periodTimeRemaining': '02:01', 'dateTime': '2021-10-13T00:17:09Z', 'goals': {'away': 0, 'home': 0}}",{},,
106,"{'event': 'Faceoff', 'eventCode': 'TBL251', 'eventTypeId': 'FACEOFF', 'description': 'Evan Rodrigues faceoff won against Steven Stamkos'}","{'eventIdx': 106, 'eventId': 251, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '17:59', 'periodTimeRemaining': '02:01', 'dateTime': '2021-10-13T00:17:37Z', 'goals': {'away': 0, 'home': 0}}","{'x': 20.0, 'y': -22.0}","[{'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Winner'}, {'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
107,"{'event': 'Shot', 'eventCode': 'TBL252', 'eventTypeId': 'SHOT', 'description': 'Jason Zucker Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 107, 'eventId': 252, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '18:30', 'periodTimeRemaining': '01:30', 'dateTime': '2021-10-13T00:18:08Z', 'goals': {'away': 0, 'home': 0}}","{'x': -75.0, 'y': 28.0}","[{'player': {'id': 8475722, 'fullName': 'Jason Zucker', 'link': '/api/v1/people/8475722'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
108,"{'event': 'Shot', 'eventCode': 'TBL253', 'eventTypeId': 'SHOT', 'description': 'Evan Rodrigues Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 108, 'eventId': 253, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '18:41', 'periodTimeRemaining': '01:19', 'dateTime': '2021-10-13T00:18:19Z', 'goals': {'away': 0, 'home': 0}}","{'x': -81.0, 'y': 3.0}","[{'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
109,"{'event': 'Hit', 'eventCode': 'TBL213', 'eventTypeId': 'HIT', 'description': 'Kris Letang hit Brayden Point'}","{'eventIdx': 109, 'eventId': 213, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:10', 'periodTimeRemaining': '00:50', 'dateTime': '2021-10-13T00:18:48Z', 'goals': {'away': 0, 'home': 0}}","{'x': 97.0, 'y': -23.0}","[{'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Hitter'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
110,"{'event': 'Hit', 'eventCode': 'TBL214', 'eventTypeId': 'HIT', 'description': 'Danton Heinen hit Nikita Kucherov'}","{'eventIdx': 110, 'eventId': 214, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:24', 'periodTimeRemaining': '00:36', 'dateTime': '2021-10-13T00:19:02Z', 'goals': {'away': 0, 'home': 0}}","{'x': 68.0, 'y': 39.0}","[{'player': {'id': 8478046, 'fullName': 'Danton Heinen', 'link': '/api/v1/people/8478046'}, 'playerType': 'Hitter'}, {'player': {'id': 8476453, 'fullName': 'Nikita Kucherov', 'link': '/api/v1/people/8476453'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
111,"{'event': 'Stoppage', 'eventCode': 'TBL215', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 111, 'eventId': 215, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:28', 'periodTimeRemaining': '00:32', 'dateTime': '2021-10-13T00:19:08Z', 'goals': {'away': 0, 'home': 0}}",{},,
112,"{'event': 'Faceoff', 'eventCode': 'TBL254', 'eventTypeId': 'FACEOFF', 'description': 'Brayden Point faceoff won against Jeff Carter'}","{'eventIdx': 112, 'eventId': 254, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:28', 'periodTimeRemaining': '00:32', 'dateTime': '2021-10-13T00:19:41Z', 'goals': {'away': 0, 'home': 0}}","{'x': 69.0, 'y': -22.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Winner'}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
113,"{'event': 'Stoppage', 'eventCode': 'TBL216', 'eventTypeId': 'STOP', 'description': 'Goalie Stopped'}","{'eventIdx': 114, 'eventId': 216, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:39', 'periodTimeRemaining': '00:21', 'dateTime': '2021-10-13T00:19:51Z', 'goals': {'away': 0, 'home': 0}}",{},,
114,"{'event': 'Shot', 'eventCode': 'TBL255', 'eventTypeId': 'SHOT', 'description': 'Erik Cernak Slap Shot saved by Tristan Jarry', 'secondaryType': 'Slap Shot'}","{'eventIdx': 113, 'eventId': 255, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:39', 'periodTimeRemaining': '00:21', 'dateTime': '2021-10-13T00:19:51Z', 'goals': {'away': 0, 'home': 0}}","{'x': 51.0, 'y': -15.0}","[{'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
115,"{'event': 'Faceoff', 'eventCode': 'TBL256', 'eventTypeId': 'FACEOFF', 'description': 'Anthony Cirelli faceoff won against Teddy Blueger'}","{'eventIdx': 115, 'eventId': 256, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:39', 'periodTimeRemaining': '00:21', 'dateTime': '2021-10-13T00:20:47Z', 'goals': {'away': 0, 'home': 0}}","{'x': 69.0, 'y': -22.0}","[{'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Winner'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
116,"{'event': 'Shot', 'eventCode': 'TBL257', 'eventTypeId': 'SHOT', 'description': 'Bryan Rust Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 116, 'eventId': 257, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '19:51', 'periodTimeRemaining': '00:09', 'dateTime': '2021-10-13T00:20:59Z', 'goals': {'away': 0, 'home': 0}}","{'x': -50.0, 'y': 24.0}","[{'player': {'id': 8475810, 'fullName': 'Bryan Rust', 'link': '/api/v1/people/8475810'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
117,"{'event': 'Period End', 'eventCode': 'TBL218', 'eventTypeId': 'PERIOD_END', 'description': 'End of 1st Period'}","{'eventIdx': 117, 'eventId': 218, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '20:00', 'periodTimeRemaining': '00:00', 'dateTime': '2021-10-13T00:21:07Z', 'goals': {'away': 0, 'home': 0}}",{},,
118,"{'event': 'Period Official', 'eventCode': 'TBL221', 'eventTypeId': 'PERIOD_OFFICIAL', 'description': 'Period Official'}","{'eventIdx': 118, 'eventId': 221, 'period': 1, 'periodType': 'REGULAR', 'ordinalNum': '1st', 'periodTime': '20:00', 'periodTimeRemaining': '00:00', 'dateTime': '2021-10-13T00:27:45Z', 'goals': {'away': 0, 'home': 0}}",{},,
119,"{'event': 'Period Ready', 'eventCode': 'TBL222', 'eventTypeId': 'PERIOD_READY', 'description': 'Period Ready'}","{'eventIdx': 119, 'eventId': 222, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:00', 'periodTimeRemaining': '20:00', 'dateTime': '2021-10-13T00:27:54Z', 'goals': {'away': 0, 'home': 0}}",{},,
