,result,about,coordinates,players,team
171,"{'event': 'Faceoff', 'eventCode': 'TBL288', 'eventTypeId': 'FACEOFF', 'description': 'Brayden Point faceoff won against Sam Lafferty'}","{'eventIdx': 171, 'eventId': 288, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '10:28', 'periodTimeRemaining': '09:32', 'dateTime': '2021-10-13T00:58:09Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Winner'}, {'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
172,"{'event': 'Missed Shot', 'eventCode': 'TBL289', 'eventTypeId': 'MISSED_SHOT', 'description': 'Nikita Kucherov Wide of Net Tristan Jarry'}","{'eventIdx': 172, 'eventId': 289, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '10:30', 'periodTimeRemaining': '09:30', 'dateTime': '2021-10-13T00:58:11Z', 'goals': {'away': 2, 'home': 0}}","{'x': -59.0, 'y': 24.0}","[{'player': {'id': 8476453, 'fullName': 'Nikita Kucherov', 'link': '/api/v1/people/8476453'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Unknown'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
173,"{'event': 'Blocked Shot', 'eventCode': 'TBL290', 'eventTypeId': 'BLOCKED_SHOT', 'description': ""Victor Hedman shot blocked shot by Drew O'Connor""}","{'eventIdx': 173, 'eventId': 290, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '10:32', 'periodTimeRemaining': '09:28', 'dateTime': '2021-10-13T00:58:13Z', 'goals': {'away': 2, 'home': 0}}","{'x': -80.0, 'y': -2.0}","[{'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Blocker'}, {'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
174,"{'event': 'Stoppage', 'eventCode': 'TBL244', 'eventTypeId': 'STOP', 'description': 'Puck in Netting'}","{'eventIdx': 174, 'eventId': 244, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '10:33', 'periodTimeRemaining': '09:27', 'dateTime': '2021-10-13T00:58:14Z', 'goals': {'away': 2, 'home': 0}}",{},,
175,"{'event': 'Faceoff', 'eventCode': 'TBL291', 'eventTypeId': 'FACEOFF', 'description': 'Brayden Point faceoff won against Teddy Blueger'}","{'eventIdx': 175, 'eventId': 291, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '10:33', 'periodTimeRemaining': '09:27', 'dateTime': '2021-10-13T01:00:46Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Winner'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
176,"{'event': 'Giveaway', 'eventCode': 'TBL245', 'eventTypeId': 'GIVEAWAY', 'description': 'Giveaway by Mikhail Sergachev'}","{'eventIdx': 176, 'eventId': 245, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '10:57', 'periodTimeRemaining': '09:03', 'dateTime': '2021-10-13T01:01:10Z', 'goals': {'away': 2, 'home': 0}}","{'x': 79.0, 'y': 38.0}","[{'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
177,"{'event': 'Blocked Shot', 'eventCode': 'TBL292', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Brock McGinn shot blocked shot by Victor Hedman'}","{'eventIdx': 177, 'eventId': 292, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '11:06', 'periodTimeRemaining': '08:54', 'dateTime': '2021-10-13T01:01:19Z', 'goals': {'away': 2, 'home': 0}}","{'x': 79.0, 'y': 0.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Blocker'}, {'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
178,"{'event': 'Shot', 'eventCode': 'TBL293', 'eventTypeId': 'SHOT', 'description': 'Brock McGinn Deflected saved by Andrei Vasilevskiy', 'secondaryType': 'Deflected'}","{'eventIdx': 178, 'eventId': 293, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '11:18', 'periodTimeRemaining': '08:42', 'dateTime': '2021-10-13T01:01:31Z', 'goals': {'away': 2, 'home': 0}}","{'x': 66.0, 'y': -1.0}","[{'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
179,"{'event': 'Hit', 'eventCode': 'TBL246', 'eventTypeId': 'HIT', 'description': 'John Marino hit Pierre-Edouard Bellemare'}","{'eventIdx': 179, 'eventId': 246, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '11:41', 'periodTimeRemaining': '08:19', 'dateTime': '2021-10-13T01:01:54Z', 'goals': {'away': 2, 'home': 0}}","{'x': -43.0, 'y': -39.0}","[{'player': {'id': 8478507, 'fullName': 'John Marino', 'link': '/api/v1/people/8478507'}, 'playerType': 'Hitter'}, {'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
180,"{'event': 'Blocked Shot', 'eventCode': 'TBL294', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Pierre-Edouard Bellemare shot blocked shot by Brian Boyle'}","{'eventIdx': 180, 'eventId': 294, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '12:09', 'periodTimeRemaining': '07:51', 'dateTime': '2021-10-13T01:02:22Z', 'goals': {'away': 2, 'home': 0}}","{'x': -77.0, 'y': -17.0}","[{'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Blocker'}, {'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
181,"{'event': 'Hit', 'eventCode': 'TBL247', 'eventTypeId': 'HIT', 'description': 'Brian Boyle hit Pierre-Edouard Bellemare'}","{'eventIdx': 181, 'eventId': 247, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '12:10', 'periodTimeRemaining': '07:50', 'dateTime': '2021-10-13T01:02:23Z', 'goals': {'away': 2, 'home': 0}}","{'x': -93.0, 'y': -21.0}","[{'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Hitter'}, {'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
182,"{'event': 'Hit', 'eventCode': 'TBL248', 'eventTypeId': 'HIT', 'description': 'Ryan McDonagh hit Sam Lafferty'}","{'eventIdx': 182, 'eventId': 248, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '12:23', 'periodTimeRemaining': '07:37', 'dateTime': '2021-10-13T01:02:36Z', 'goals': {'away': 2, 'home': 0}}","{'x': 98.0, 'y': 15.0}","[{'player': {'id': 8474151, 'fullName': 'Ryan McDonagh', 'link': '/api/v1/people/8474151'}, 'playerType': 'Hitter'}, {'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
183,"{'event': 'Hit', 'eventCode': 'TBL249', 'eventTypeId': 'HIT', 'description': 'Erik Cernak hit Brian Boyle'}","{'eventIdx': 183, 'eventId': 249, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '12:27', 'periodTimeRemaining': '07:33', 'dateTime': '2021-10-13T01:02:40Z', 'goals': {'away': 2, 'home': 0}}","{'x': 85.0, 'y': 36.0}","[{'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Hitter'}, {'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
184,"{'event': 'Penalty', 'eventCode': 'TBL250', 'eventTypeId': 'PENALTY', 'description': 'Danton Heinen Tripping against Alex Killorn', 'secondaryType': 'Tripping', 'penaltySeverity': 'Minor', 'penaltyMinutes': 2}","{'eventIdx': 184, 'eventId': 250, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '12:56', 'periodTimeRemaining': '07:04', 'dateTime': '2021-10-13T01:03:08Z', 'goals': {'away': 2, 'home': 0}}","{'x': -43.0, 'y': 38.0}","[{'player': {'id': 8478046, 'fullName': 'Danton Heinen', 'link': '/api/v1/people/8478046'}, 'playerType': 'PenaltyOn'}, {'player': {'id': 8473986, 'fullName': 'Alex Killorn', 'link': '/api/v1/people/8473986'}, 'playerType': 'DrewBy'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
185,"{'event': 'Faceoff', 'eventCode': 'TBL295', 'eventTypeId': 'FACEOFF', 'description': 'Steven Stamkos faceoff won against Teddy Blueger'}","{'eventIdx': 185, 'eventId': 295, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '12:56', 'periodTimeRemaining': '07:04', 'dateTime': '2021-10-13T01:04:08Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Winner'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
186,"{'event': 'Missed Shot', 'eventCode': 'TBL296', 'eventTypeId': 'MISSED_SHOT', 'description': 'Brayden Point Wide of Net Tristan Jarry'}","{'eventIdx': 186, 'eventId': 296, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '13:16', 'periodTimeRemaining': '06:44', 'dateTime': '2021-10-13T01:04:29Z', 'goals': {'away': 2, 'home': 0}}","{'x': -72.0, 'y': 5.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Unknown'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
187,"{'event': 'Shot', 'eventCode': 'TBL297', 'eventTypeId': 'SHOT', 'description': 'Brayden Point Wrist Shot saved by Tristan Jarry', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 187, 'eventId': 297, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '13:24', 'periodTimeRemaining': '06:36', 'dateTime': '2021-10-13T01:04:37Z', 'goals': {'away': 2, 'home': 0}}","{'x': -66.0, 'y': 2.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
188,"{'event': 'Stoppage', 'eventCode': 'TBL403', 'eventTypeId': 'STOP', 'description': 'Skater Puck Frozen'}","{'eventIdx': 188, 'eventId': 403, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '14:19', 'periodTimeRemaining': '05:41', 'dateTime': '2021-10-13T01:05:32Z', 'goals': {'away': 2, 'home': 0}}",{},,
189,"{'event': 'Faceoff', 'eventCode': 'TBL298', 'eventTypeId': 'FACEOFF', 'description': 'Sam Lafferty faceoff won against Pat Maroon'}","{'eventIdx': 189, 'eventId': 298, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '14:19', 'periodTimeRemaining': '05:41', 'dateTime': '2021-10-13T01:06:12Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Winner'}, {'player': {'id': 8474034, 'fullName': 'Pat Maroon', 'link': '/api/v1/people/8474034'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
190,"{'event': 'Stoppage', 'eventCode': 'TBL404', 'eventTypeId': 'STOP', 'description': 'Puck in Benches'}","{'eventIdx': 190, 'eventId': 404, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '14:25', 'periodTimeRemaining': '05:35', 'dateTime': '2021-10-13T01:06:18Z', 'goals': {'away': 2, 'home': 0}}",{},,
191,"{'event': 'Faceoff', 'eventCode': 'TBL299', 'eventTypeId': 'FACEOFF', 'description': 'Steven Stamkos faceoff won against Brian Boyle'}","{'eventIdx': 191, 'eventId': 299, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '14:25', 'periodTimeRemaining': '05:35', 'dateTime': '2021-10-13T01:06:48Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Winner'}, {'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
192,"{'event': 'Missed Shot', 'eventCode': 'TBL300', 'eventTypeId': 'MISSED_SHOT', 'description': 'Victor Hedman Wide of Net Tristan Jarry'}","{'eventIdx': 192, 'eventId': 300, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '14:58', 'periodTimeRemaining': '05:02', 'dateTime': '2021-10-13T01:07:21Z', 'goals': {'away': 2, 'home': 0}}","{'x': -45.0, 'y': 31.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Unknown'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
193,"{'event': 'Shot', 'eventCode': 'TBL451', 'eventTypeId': 'SHOT', 'description': 'Alex Killorn Wrist Shot saved by Tristan Jarry', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 193, 'eventId': 451, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '15:00', 'periodTimeRemaining': '05:00', 'dateTime': '2021-10-13T01:07:23Z', 'goals': {'away': 2, 'home': 0}}","{'x': -77.0, 'y': -2.0}","[{'player': {'id': 8473986, 'fullName': 'Alex Killorn', 'link': '/api/v1/people/8473986'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
194,"{'event': 'Shot', 'eventCode': 'TBL452', 'eventTypeId': 'SHOT', 'description': 'Brayden Point Backhand saved by Tristan Jarry', 'secondaryType': 'Backhand'}","{'eventIdx': 194, 'eventId': 452, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '15:01', 'periodTimeRemaining': '04:59', 'dateTime': '2021-10-13T01:07:24Z', 'goals': {'away': 2, 'home': 0}}","{'x': -81.0, 'y': 6.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
195,"{'event': 'Stoppage', 'eventCode': 'TBL405', 'eventTypeId': 'STOP', 'description': 'Goalie Stopped'}","{'eventIdx': 195, 'eventId': 405, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '15:02', 'periodTimeRemaining': '04:58', 'dateTime': '2021-10-13T01:07:25Z', 'goals': {'away': 2, 'home': 0}}",{},,
196,"{'event': 'Faceoff', 'eventCode': 'TBL453', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Brayden Point'}","{'eventIdx': 196, 'eventId': 453, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '15:02', 'periodTimeRemaining': '04:58', 'dateTime': '2021-10-13T01:09:51Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
197,"{'event': 'Blocked Shot', 'eventCode': 'TBL454', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Brayden Point shot blocked shot by Danton Heinen'}","{'eventIdx': 197, 'eventId': 454, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '15:21', 'periodTimeRemaining': '04:39', 'dateTime': '2021-10-13T01:10:10Z', 'goals': {'away': 2, 'home': 0}}","{'x': -78.0, 'y': 2.0}","[{'player': {'id': 8478046, 'fullName': 'Danton Heinen', 'link': '/api/v1/people/8478046'}, 'playerType': 'Blocker'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
198,"{'event': 'Shot', 'eventCode': 'TBL455', 'eventTypeId': 'SHOT', 'description': 'Ondrej Palat Wrist Shot saved by Tristan Jarry', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 198, 'eventId': 455, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '15:45', 'periodTimeRemaining': '04:15', 'dateTime': '2021-10-13T01:10:34Z', 'goals': {'away': 2, 'home': 0}}","{'x': -53.0, 'y': -19.0}","[{'player': {'id': 8476292, 'fullName': 'Ondrej Palat', 'link': '/api/v1/people/8476292'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
199,"{'event': 'Penalty', 'eventCode': 'TBL406', 'eventTypeId': 'PENALTY', 'description': 'Too many men/ice served by Pat Maroon', 'secondaryType': 'Too many men on the ice', 'penaltySeverity': 'Bench Minor', 'penaltyMinutes': 2}","{'eventIdx': 199, 'eventId': 406, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '16:09', 'periodTimeRemaining': '03:51', 'dateTime': '2021-10-13T01:10:58Z', 'goals': {'away': 2, 'home': 0}}","{'x': -37.0, 'y': 40.0}","[{'player': {'id': 8474034, 'fullName': 'Pat Maroon', 'link': '/api/v1/people/8474034'}, 'playerType': 'PenaltyOn'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
200,"{'event': 'Faceoff', 'eventCode': 'TBL456', 'eventTypeId': 'FACEOFF', 'description': 'Anthony Cirelli faceoff won against Jeff Carter'}","{'eventIdx': 200, 'eventId': 456, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '16:09', 'periodTimeRemaining': '03:51', 'dateTime': '2021-10-13T01:12:04Z', 'goals': {'away': 2, 'home': 0}}","{'x': 69.0, 'y': -22.0}","[{'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Winner'}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
201,"{'event': 'Hit', 'eventCode': 'TBL409', 'eventTypeId': 'HIT', 'description': 'Jason Zucker hit Erik Cernak'}","{'eventIdx': 201, 'eventId': 409, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '16:32', 'periodTimeRemaining': '03:28', 'dateTime': '2021-10-13T01:12:27Z', 'goals': {'away': 2, 'home': 0}}","{'x': 91.0, 'y': 32.0}","[{'player': {'id': 8475722, 'fullName': 'Jason Zucker', 'link': '/api/v1/people/8475722'}, 'playerType': 'Hitter'}, {'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
202,"{'event': 'Blocked Shot', 'eventCode': 'TBL457', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Mathieu Joseph shot blocked shot by Kris Letang'}","{'eventIdx': 202, 'eventId': 457, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '17:25', 'periodTimeRemaining': '02:35', 'dateTime': '2021-10-13T01:13:20Z', 'goals': {'away': 2, 'home': 0}}","{'x': -77.0, 'y': 7.0}","[{'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Blocker'}, {'player': {'id': 8478472, 'fullName': 'Mathieu Joseph', 'link': '/api/v1/people/8478472'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
203,"{'event': 'Stoppage', 'eventCode': 'TBL410', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 203, 'eventId': 410, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '17:33', 'periodTimeRemaining': '02:27', 'dateTime': '2021-10-13T01:13:29Z', 'goals': {'away': 2, 'home': 0}}",{},,
204,"{'event': 'Faceoff', 'eventCode': 'TBL458', 'eventTypeId': 'FACEOFF', 'description': 'Evan Rodrigues faceoff won against Pierre-Edouard Bellemare'}","{'eventIdx': 204, 'eventId': 458, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '17:33', 'periodTimeRemaining': '02:27', 'dateTime': '2021-10-13T01:14:04Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Winner'}, {'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
205,"{'event': 'Blocked Shot', 'eventCode': 'TBL459', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Evan Rodrigues shot blocked shot by Victor Hedman'}","{'eventIdx': 205, 'eventId': 459, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '18:03', 'periodTimeRemaining': '01:57', 'dateTime': '2021-10-13T01:14:34Z', 'goals': {'away': 2, 'home': 0}}","{'x': 79.0, 'y': 0.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Blocker'}, {'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
206,"{'event': 'Shot', 'eventCode': 'TBL460', 'eventTypeId': 'SHOT', 'description': 'Teddy Blueger Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 206, 'eventId': 460, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '18:49', 'periodTimeRemaining': '01:11', 'dateTime': '2021-10-13T01:15:20Z', 'goals': {'away': 2, 'home': 0}}","{'x': 80.0, 'y': 12.0}","[{'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
